# Sample: 001
# Mode: V_vs_T
# Timestamp: 20251116_210806
# Measurement config:
#   mode = v_vs_t_current
#   channel = a
#   current = 1e-05
#   t_start = 10.0
#   t_stop = 300.0
#   ramp_rate = 5.0
#   dt = 10.0
#   temp_channel = A
#   temp_loop = 1
#   voltage_limit = 1.0
#   go_to_t_start = True
time_s	T[K]	V[V]	I[A]
9.391806e+03	1.664950e+02	2.767730e-03	1.000000e-05
9.401924e+03	1.666650e+02	2.770260e-03	1.000000e-05
9.412098e+03	1.668340e+02	2.769060e-03	1.000000e-05
9.422228e+03	1.670040e+02	2.771260e-03	1.000000e-05
9.432372e+03	1.671710e+02	2.769330e-03	1.000000e-05
9.442508e+03	1.673410e+02	2.772640e-03	1.000000e-05
9.452675e+03	1.675090e+02	2.771950e-03	1.000000e-05
9.462802e+03	1.676780e+02	2.775220e-03	1.000000e-05
9.472963e+03	1.678480e+02	2.773670e-03	1.000000e-05
9.483097e+03	1.680180e+02	2.774240e-03	1.000000e-05
9.493274e+03	1.681890e+02	2.778220e-03	1.000000e-05
9.503399e+03	1.683570e+02	2.779840e-03	1.000000e-05
9.513569e+03	1.685250e+02	2.780720e-03	1.000000e-05
9.523672e+03	1.686920e+02	2.777650e-03	1.000000e-05
9.533843e+03	1.688600e+02	2.782650e-03	1.000000e-05
9.543976e+03	1.690280e+02	2.780820e-03	1.000000e-05
9.554154e+03	1.692010e+02	2.782700e-03	1.000000e-05
9.564297e+03	1.693730e+02	2.783490e-03	1.000000e-05
9.574470e+03	1.695440e+02	2.786330e-03	1.000000e-05
9.584577e+03	1.697100e+02	2.784010e-03	1.000000e-05
9.594742e+03	1.698790e+02	2.786040e-03	1.000000e-05
9.604897e+03	1.700500e+02	2.789710e-03	1.000000e-05
9.615075e+03	1.702250e+02	2.785830e-03	1.000000e-05
9.625197e+03	1.703950e+02	2.790520e-03	1.000000e-05
9.635337e+03	1.705590e+02	2.789020e-03	1.000000e-05
9.645466e+03	1.707260e+02	2.794080e-03	1.000000e-05
9.655636e+03	1.708970e+02	2.791210e-03	1.000000e-05
9.665754e+03	1.710630e+02	2.795150e-03	1.000000e-05
9.675938e+03	1.712350e+02	2.797770e-03	1.000000e-05
9.686052e+03	1.714010e+02	2.798630e-03	1.000000e-05
9.696237e+03	1.715730e+02	2.798490e-03	1.000000e-05
9.706369e+03	1.717390e+02	2.800270e-03	1.000000e-05
9.716539e+03	1.719080e+02	2.800180e-03	1.000000e-05
9.726655e+03	1.720770e+02	2.798840e-03	1.000000e-05
9.736837e+03	1.722460e+02	2.803180e-03	1.000000e-05
9.746975e+03	1.724170e+02	2.801390e-03	1.000000e-05
9.757146e+03	1.725870e+02	2.802300e-03	1.000000e-05
9.767259e+03	1.727550e+02	2.802490e-03	1.000000e-05
9.777437e+03	1.729230e+02	2.809100e-03	1.000000e-05
9.787551e+03	1.730900e+02	2.806950e-03	1.000000e-05
9.797721e+03	1.732590e+02	2.801990e-03	1.000000e-05
9.807839e+03	1.734270e+02	2.805330e-03	1.000000e-05
9.817983e+03	1.736000e+02	2.805230e-03	1.000000e-05
9.828117e+03	1.737710e+02	2.811360e-03	1.000000e-05
9.838282e+03	1.739400e+02	2.809670e-03	1.000000e-05
9.848415e+03	1.741090e+02	2.812290e-03	1.000000e-05
9.858564e+03	1.742750e+02	2.809020e-03	1.000000e-05
9.868697e+03	1.744440e+02	2.816220e-03	1.000000e-05
9.878860e+03	1.746120e+02	2.818040e-03	1.000000e-05
9.889000e+03	1.747810e+02	2.814910e-03	1.000000e-05
9.899161e+03	1.749510e+02	2.815440e-03	1.000000e-05
9.909312e+03	1.751210e+02	2.819370e-03	1.000000e-05
9.919480e+03	1.752910e+02	2.819090e-03	1.000000e-05
9.929604e+03	1.754630e+02	2.816560e-03	1.000000e-05
9.939769e+03	1.756300e+02	2.822420e-03	1.000000e-05
9.949901e+03	1.757980e+02	2.823570e-03	1.000000e-05
9.960078e+03	1.759650e+02	2.823660e-03	1.000000e-05
9.970214e+03	1.761360e+02	2.822900e-03	1.000000e-05
9.980388e+03	1.763030e+02	2.824900e-03	1.000000e-05
9.990518e+03	1.764760e+02	2.825240e-03	1.000000e-05
1.000069e+04	1.766430e+02	2.824570e-03	1.000000e-05
1.001083e+04	1.768140e+02	2.831550e-03	1.000000e-05
1.002099e+04	1.769850e+02	2.827760e-03	1.000000e-05
1.003111e+04	1.771520e+02	2.827760e-03	1.000000e-05
1.004127e+04	1.773180e+02	2.832220e-03	1.000000e-05
1.005140e+04	1.774880e+02	2.829840e-03	1.000000e-05
1.006157e+04	1.776550e+02	2.832170e-03	1.000000e-05
1.007171e+04	1.778280e+02	2.830120e-03	1.000000e-05
1.008187e+04	1.779960e+02	2.833910e-03	1.000000e-05
1.009201e+04	1.781680e+02	2.835540e-03	1.000000e-05
1.010219e+04	1.783360e+02	2.834200e-03	1.000000e-05
1.011231e+04	1.785070e+02	2.836160e-03	1.000000e-05
1.012249e+04	1.786740e+02	2.839640e-03	1.000000e-05
1.013261e+04	1.788420e+02	2.840230e-03	1.000000e-05
1.014276e+04	1.790100e+02	2.840520e-03	1.000000e-05
1.015286e+04	1.791790e+02	2.837870e-03	1.000000e-05
1.016304e+04	1.793500e+02	2.844260e-03	1.000000e-05
1.017316e+04	1.795180e+02	2.843360e-03	1.000000e-05
1.018334e+04	1.796900e+02	2.841830e-03	1.000000e-05
1.019347e+04	1.798570e+02	2.843860e-03	1.000000e-05
1.020365e+04	1.800280e+02	2.849870e-03	1.000000e-05
1.021377e+04	1.802040e+02	2.846600e-03	1.000000e-05
1.022394e+04	1.803750e+02	2.850580e-03	1.000000e-05
1.023407e+04	1.805370e+02	2.852080e-03	1.000000e-05
1.024426e+04	1.807070e+02	2.853270e-03	1.000000e-05
1.025440e+04	1.808750e+02	2.853560e-03	1.000000e-05
1.026459e+04	1.810450e+02	2.851250e-03	1.000000e-05
1.027471e+04	1.812140e+02	2.855420e-03	1.000000e-05
1.028489e+04	1.813820e+02	2.857900e-03	1.000000e-05
1.029500e+04	1.815520e+02	2.860500e-03	1.000000e-05
1.030516e+04	1.817190e+02	2.859280e-03	1.000000e-05
1.031530e+04	1.818890e+02	2.858900e-03	1.000000e-05
1.032548e+04	1.820570e+02	2.857610e-03	1.000000e-05
1.033561e+04	1.822260e+02	2.861710e-03	1.000000e-05
1.034578e+04	1.823950e+02	2.860980e-03	1.000000e-05
1.035592e+04	1.825650e+02	2.863550e-03	1.000000e-05
1.036609e+04	1.827350e+02	2.861740e-03	1.000000e-05
1.037620e+04	1.829030e+02	2.867820e-03	1.000000e-05
1.038638e+04	1.830720e+02	2.865360e-03	1.000000e-05
1.039651e+04	1.832420e+02	2.867440e-03	1.000000e-05
1.040668e+04	1.834100e+02	2.864890e-03	1.000000e-05
1.041681e+04	1.835810e+02	2.868990e-03	1.000000e-05
1.042699e+04	1.837490e+02	2.867840e-03	1.000000e-05
1.043712e+04	1.839210e+02	2.867980e-03	1.000000e-05
1.044730e+04	1.840880e+02	2.869630e-03	1.000000e-05
1.045741e+04	1.842560e+02	2.875850e-03	1.000000e-05
1.046758e+04	1.844230e+02	2.875500e-03	1.000000e-05
1.047772e+04	1.845950e+02	2.874160e-03	1.000000e-05
1.048788e+04	1.847630e+02	2.878880e-03	1.000000e-05
1.049802e+04	1.849360e+02	2.873800e-03	1.000000e-05
1.050819e+04	1.851040e+02	2.874830e-03	1.000000e-05
1.051832e+04	1.852740e+02	2.876020e-03	1.000000e-05
1.052850e+04	1.854410e+02	2.878830e-03	1.000000e-05
1.053862e+04	1.856090e+02	2.880260e-03	1.000000e-05
1.054878e+04	1.857770e+02	2.884050e-03	1.000000e-05
1.055891e+04	1.859480e+02	2.881930e-03	1.000000e-05
1.056908e+04	1.861170e+02	2.882960e-03	1.000000e-05
1.057922e+04	1.862870e+02	2.883550e-03	1.000000e-05
1.058938e+04	1.864560e+02	2.886580e-03	1.000000e-05
1.059952e+04	1.866240e+02	2.885960e-03	1.000000e-05
1.060968e+04	1.867910e+02	2.889900e-03	1.000000e-05
1.061981e+04	1.869630e+02	2.889940e-03	1.000000e-05
1.062997e+04	1.871340e+02	2.891450e-03	1.000000e-05
1.064011e+04	1.873030e+02	2.891230e-03	1.000000e-05
1.065029e+04	1.874720e+02	2.892680e-03	1.000000e-05
1.066042e+04	1.876390e+02	2.893660e-03	1.000000e-05
1.067059e+04	1.878070e+02	2.894350e-03	1.000000e-05
1.068073e+04	1.879780e+02	2.899070e-03	1.000000e-05
1.069089e+04	1.881440e+02	2.896330e-03	1.000000e-05
1.070102e+04	1.883170e+02	2.900860e-03	1.000000e-05
1.071119e+04	1.884870e+02	2.897070e-03	1.000000e-05
1.072131e+04	1.886570e+02	2.896740e-03	1.000000e-05
1.073148e+04	1.888240e+02	2.900790e-03	1.000000e-05
1.074162e+04	1.889910e+02	2.899720e-03	1.000000e-05
1.075180e+04	1.891600e+02	2.901670e-03	1.000000e-05
1.076193e+04	1.893300e+02	2.904460e-03	1.000000e-05
1.077210e+04	1.894990e+02	2.906440e-03	1.000000e-05
1.078223e+04	1.896710e+02	2.906940e-03	1.000000e-05
1.079239e+04	1.898400e+02	2.910950e-03	1.000000e-05
1.080253e+04	1.900120e+02	2.908040e-03	1.000000e-05
1.081271e+04	1.901850e+02	2.908640e-03	1.000000e-05
1.082284e+04	1.903550e+02	2.911090e-03	1.000000e-05
1.083301e+04	1.905200e+02	2.909470e-03	1.000000e-05
1.084313e+04	1.906890e+02	2.909800e-03	1.000000e-05
1.085331e+04	1.908540e+02	2.912450e-03	1.000000e-05
1.086344e+04	1.910270e+02	2.912970e-03	1.000000e-05
1.087361e+04	1.911940e+02	2.917700e-03	1.000000e-05
1.088374e+04	1.913650e+02	2.913710e-03	1.000000e-05
1.089391e+04	1.915320e+02	2.919670e-03	1.000000e-05
1.090404e+04	1.917020e+02	2.915050e-03	1.000000e-05
1.091421e+04	1.918700e+02	2.919480e-03	1.000000e-05
1.092435e+04	1.920390e+02	2.920030e-03	1.000000e-05
1.093452e+04	1.922090e+02	2.922230e-03	1.000000e-05
1.094465e+04	1.923770e+02	2.925990e-03	1.000000e-05
1.095479e+04	1.925460e+02	2.920960e-03	1.000000e-05
1.096492e+04	1.927150e+02	2.926990e-03	1.000000e-05
1.097510e+04	1.928830e+02	2.928640e-03	1.000000e-05
1.098524e+04	1.930550e+02	2.923460e-03	1.000000e-05
1.099542e+04	1.932220e+02	2.929350e-03	1.000000e-05
1.100555e+04	1.933920e+02	2.929190e-03	1.000000e-05
1.101572e+04	1.935610e+02	2.932720e-03	1.000000e-05
1.102586e+04	1.937310e+02	2.937270e-03	1.000000e-05
1.103603e+04	1.938990e+02	2.931640e-03	1.000000e-05
1.104616e+04	1.940690e+02	2.932310e-03	1.000000e-05
1.105635e+04	1.942400e+02	2.935700e-03	1.000000e-05
1.106651e+04	1.944100e+02	2.936700e-03	1.000000e-05
1.107666e+04	1.945770e+02	2.937940e-03	1.000000e-05
1.108679e+04	1.947440e+02	2.937510e-03	1.000000e-05
1.109697e+04	1.949150e+02	2.936890e-03	1.000000e-05
1.110707e+04	1.950830e+02	2.935770e-03	1.000000e-05
1.111725e+04	1.952540e+02	2.935980e-03	1.000000e-05
1.112738e+04	1.954200e+02	2.938460e-03	1.000000e-05
1.113755e+04	1.955930e+02	2.945350e-03	1.000000e-05
1.114767e+04	1.957630e+02	2.941540e-03	1.000000e-05
1.115785e+04	1.959320e+02	2.944300e-03	1.000000e-05
1.116796e+04	1.961000e+02	2.943900e-03	1.000000e-05
1.117815e+04	1.962700e+02	2.944710e-03	1.000000e-05
1.118829e+04	1.964360e+02	2.947040e-03	1.000000e-05
1.119848e+04	1.966050e+02	2.950380e-03	1.000000e-05
1.120862e+04	1.967760e+02	2.950310e-03	1.000000e-05
1.121879e+04	1.969470e+02	2.955700e-03	1.000000e-05
1.122892e+04	1.971160e+02	2.953100e-03	1.000000e-05
1.123910e+04	1.972850e+02	2.954130e-03	1.000000e-05
1.124925e+04	1.974540e+02	2.955680e-03	1.000000e-05
1.125942e+04	1.976230e+02	2.957490e-03	1.000000e-05
1.126953e+04	1.977910e+02	2.953840e-03	1.000000e-05
1.127971e+04	1.979590e+02	2.956130e-03	1.000000e-05
1.128985e+04	1.981300e+02	2.958130e-03	1.000000e-05
1.130003e+04	1.982990e+02	2.961350e-03	1.000000e-05
1.131016e+04	1.984720e+02	2.965710e-03	1.000000e-05
1.132036e+04	1.986400e+02	2.962780e-03	1.000000e-05
1.133049e+04	1.988080e+02	2.962470e-03	1.000000e-05
1.134065e+04	1.989780e+02	2.968600e-03	1.000000e-05
1.135079e+04	1.991430e+02	2.966900e-03	1.000000e-05
1.136098e+04	1.993160e+02	2.968480e-03	1.000000e-05
1.137112e+04	1.994830e+02	2.967240e-03	1.000000e-05
1.138129e+04	1.996510e+02	2.969960e-03	1.000000e-05
1.139142e+04	1.998240e+02	2.967100e-03	1.000000e-05
1.140160e+04	1.999950e+02	2.968500e-03	1.000000e-05
1.141172e+04	2.001700e+02	2.973820e-03	1.000000e-05
1.142190e+04	2.003420e+02	2.973270e-03	1.000000e-05
1.143204e+04	2.005050e+02	2.973960e-03	1.000000e-05
1.144221e+04	2.006710e+02	2.976110e-03	1.000000e-05
1.145235e+04	2.008430e+02	2.974370e-03	1.000000e-05
1.146253e+04	2.010110e+02	2.978090e-03	1.000000e-05
1.147267e+04	2.011790e+02	2.980640e-03	1.000000e-05
1.148285e+04	2.013490e+02	2.979350e-03	1.000000e-05
1.149298e+04	2.015180e+02	2.981190e-03	1.000000e-05
1.150318e+04	2.016870e+02	2.980260e-03	1.000000e-05
1.151332e+04	2.018560e+02	2.979850e-03	1.000000e-05
1.152350e+04	2.020250e+02	2.983550e-03	1.000000e-05
1.153364e+04	2.021950e+02	2.983710e-03	1.000000e-05
1.154380e+04	2.023640e+02	2.984450e-03	1.000000e-05
1.155393e+04	2.025320e+02	2.984690e-03	1.000000e-05
1.156412e+04	2.027020e+02	2.987380e-03	1.000000e-05
1.157425e+04	2.028700e+02	2.991460e-03	1.000000e-05
1.158443e+04	2.030400e+02	2.993750e-03	1.000000e-05
1.159457e+04	2.032110e+02	2.985720e-03	1.000000e-05
1.160475e+04	2.033790e+02	2.992130e-03	1.000000e-05
1.161489e+04	2.035480e+02	2.995040e-03	1.000000e-05
1.162506e+04	2.037170e+02	2.993820e-03	1.000000e-05
1.163521e+04	2.038870e+02	2.997180e-03	1.000000e-05
1.164539e+04	2.040540e+02	2.996210e-03	1.000000e-05
1.165553e+04	2.042240e+02	2.995800e-03	1.000000e-05
1.166571e+04	2.043970e+02	2.998850e-03	1.000000e-05
1.167584e+04	2.045670e+02	3.000350e-03	1.000000e-05
1.168603e+04	2.047330e+02	3.002120e-03	1.000000e-05
1.169617e+04	2.049020e+02	3.004960e-03	1.000000e-05
1.170637e+04	2.050730e+02	3.001400e-03	1.000000e-05
1.171652e+04	2.052420e+02	3.005580e-03	1.000000e-05
1.172669e+04	2.054110e+02	3.003480e-03	1.000000e-05
1.173682e+04	2.055800e+02	3.009320e-03	1.000000e-05
1.174700e+04	2.057490e+02	3.008200e-03	1.000000e-05
1.175713e+04	2.059170e+02	3.009820e-03	1.000000e-05
1.176729e+04	2.060880e+02	3.008750e-03	1.000000e-05
1.177743e+04	2.062570e+02	3.010820e-03	1.000000e-05
1.178760e+04	2.064280e+02	3.013060e-03	1.000000e-05
1.179771e+04	2.065970e+02	3.010010e-03	1.000000e-05
1.180787e+04	2.067650e+02	3.013660e-03	1.000000e-05
1.181801e+04	2.069350e+02	3.013990e-03	1.000000e-05
1.182820e+04	2.071050e+02	3.014990e-03	1.000000e-05
1.183834e+04	2.072720e+02	3.017570e-03	1.000000e-05
1.184852e+04	2.074390e+02	3.019520e-03	1.000000e-05
1.185863e+04	2.076100e+02	3.019500e-03	1.000000e-05
1.186881e+04	2.077800e+02	3.019480e-03	1.000000e-05
1.187893e+04	2.079490e+02	3.015920e-03	1.000000e-05
1.188911e+04	2.081180e+02	3.023480e-03	1.000000e-05
1.189925e+04	2.082860e+02	3.022480e-03	1.000000e-05
1.190943e+04	2.084530e+02	3.023100e-03	1.000000e-05
1.191956e+04	2.086270e+02	3.027680e-03	1.000000e-05
1.192975e+04	2.087980e+02	3.025870e-03	1.000000e-05
1.193987e+04	2.089660e+02	3.028130e-03	1.000000e-05
1.195006e+04	2.091340e+02	3.026720e-03	1.000000e-05
1.196018e+04	2.093030e+02	3.033020e-03	1.000000e-05
1.197033e+04	2.094690e+02	3.032520e-03	1.000000e-05
1.198046e+04	2.096410e+02	3.027220e-03	1.000000e-05
1.199063e+04	2.098070e+02	3.033400e-03	1.000000e-05
1.200076e+04	2.099770e+02	3.036120e-03	1.000000e-05
1.201093e+04	2.101540e+02	3.036400e-03	1.000000e-05
1.202106e+04	2.103270e+02	3.034880e-03	1.000000e-05
1.203124e+04	2.104900e+02	3.039310e-03	1.000000e-05
1.204137e+04	2.106600e+02	3.038880e-03	1.000000e-05
1.205153e+04	2.108260e+02	3.039980e-03	1.000000e-05
1.206167e+04	2.109970e+02	3.040960e-03	1.000000e-05
1.207183e+04	2.111650e+02	3.041790e-03	1.000000e-05
1.208196e+04	2.113350e+02	3.042600e-03	1.000000e-05
1.209213e+04	2.115030e+02	3.042980e-03	1.000000e-05
1.210226e+04	2.116720e+02	3.044680e-03	1.000000e-05
1.211243e+04	2.118400e+02	3.043960e-03	1.000000e-05
1.212255e+04	2.120070e+02	3.048160e-03	1.000000e-05
1.213271e+04	2.121790e+02	3.046180e-03	1.000000e-05
1.214282e+04	2.123470e+02	3.051040e-03	1.000000e-05
1.215296e+04	2.125160e+02	3.049680e-03	1.000000e-05
1.216308e+04	2.126830e+02	3.048160e-03	1.000000e-05
1.217326e+04	2.128550e+02	3.047590e-03	1.000000e-05
1.218338e+04	2.130230e+02	3.053240e-03	1.000000e-05
1.219353e+04	2.131940e+02	3.052930e-03	1.000000e-05
1.220366e+04	2.133610e+02	3.054520e-03	1.000000e-05
1.221383e+04	2.135290e+02	3.053210e-03	1.000000e-05
1.222394e+04	2.136980e+02	3.058430e-03	1.000000e-05
1.223411e+04	2.138670e+02	3.060980e-03	1.000000e-05
1.224422e+04	2.140370e+02	3.058840e-03	1.000000e-05
1.225439e+04	2.142080e+02	3.061440e-03	1.000000e-05
1.226452e+04	2.143760e+02	3.061270e-03	1.000000e-05
1.227467e+04	2.145440e+02	3.062840e-03	1.000000e-05
1.228479e+04	2.147120e+02	3.067370e-03	1.000000e-05
1.229493e+04	2.148810e+02	3.067040e-03	1.000000e-05
1.230506e+04	2.150540e+02	3.065180e-03	1.000000e-05
1.231522e+04	2.152190e+02	3.070590e-03	1.000000e-05
1.232533e+04	2.153880e+02	3.068330e-03	1.000000e-05
1.233551e+04	2.155570e+02	3.069110e-03	1.000000e-05
1.234563e+04	2.157270e+02	3.068260e-03	1.000000e-05
1.235579e+04	2.158960e+02	3.071140e-03	1.000000e-05
1.236592e+04	2.160650e+02	3.073950e-03	1.000000e-05
1.237608e+04	2.162350e+02	3.072360e-03	1.000000e-05
1.238620e+04	2.164030e+02	3.071590e-03	1.000000e-05
1.239638e+04	2.165710e+02	3.075620e-03	1.000000e-05
1.240652e+04	2.167420e+02	3.076580e-03	1.000000e-05
1.241670e+04	2.169090e+02	3.073550e-03	1.000000e-05
1.242682e+04	2.170810e+02	3.076290e-03	1.000000e-05
1.243698e+04	2.172520e+02	3.077080e-03	1.000000e-05
1.244712e+04	2.174190e+02	3.078700e-03	1.000000e-05
1.245730e+04	2.175880e+02	3.081230e-03	1.000000e-05
1.246744e+04	2.177570e+02	3.083440e-03	1.000000e-05
1.247760e+04	2.179270e+02	3.083130e-03	1.000000e-05
1.248772e+04	2.180960e+02	3.084370e-03	1.000000e-05
1.249790e+04	2.182630e+02	3.082850e-03	1.000000e-05
1.250802e+04	2.184350e+02	3.085610e-03	1.000000e-05
1.251819e+04	2.186040e+02	3.088260e-03	1.000000e-05
1.252832e+04	2.187710e+02	3.088050e-03	1.000000e-05
1.253849e+04	2.189400e+02	3.085710e-03	1.000000e-05
1.254860e+04	2.191100e+02	3.089830e-03	1.000000e-05
1.255876e+04	2.192800e+02	3.088860e-03	1.000000e-05
1.256889e+04	2.194460e+02	3.093360e-03	1.000000e-05
1.257906e+04	2.196150e+02	3.092150e-03	1.000000e-05
1.258919e+04	2.197870e+02	3.096270e-03	1.000000e-05
1.259936e+04	2.199560e+02	3.093220e-03	1.000000e-05
1.260947e+04	2.201300e+02	3.097250e-03	1.000000e-05
1.261962e+04	2.203010e+02	3.103040e-03	1.000000e-05
1.262976e+04	2.204680e+02	3.099630e-03	1.000000e-05
1.263993e+04	2.206340e+02	3.101400e-03	1.000000e-05
1.265005e+04	2.208060e+02	3.102110e-03	1.000000e-05
1.266021e+04	2.209730e+02	3.101870e-03	1.000000e-05
1.267033e+04	2.211370e+02	3.101940e-03	1.000000e-05
1.268050e+04	2.213090e+02	3.104540e-03	1.000000e-05
1.269063e+04	2.214810e+02	3.104090e-03	1.000000e-05
1.270081e+04	2.216490e+02	3.107710e-03	1.000000e-05
1.271092e+04	2.218170e+02	3.110460e-03	1.000000e-05
1.272109e+04	2.219840e+02	3.108120e-03	1.000000e-05
1.273122e+04	2.221540e+02	3.108760e-03	1.000000e-05
1.274137e+04	2.223240e+02	3.111270e-03	1.000000e-05
1.275149e+04	2.224910e+02	3.108760e-03	1.000000e-05
1.276166e+04	2.226610e+02	3.114460e-03	1.000000e-05
1.277178e+04	2.228290e+02	3.113250e-03	1.000000e-05
1.278194e+04	2.229980e+02	3.118780e-03	1.000000e-05
1.279208e+04	2.231690e+02	3.119110e-03	1.000000e-05
1.280224e+04	2.233360e+02	3.120180e-03	1.000000e-05
1.281237e+04	2.235050e+02	3.117700e-03	1.000000e-05
1.282256e+04	2.236760e+02	3.119590e-03	1.000000e-05
1.283269e+04	2.238460e+02	3.123450e-03	1.000000e-05
1.284286e+04	2.240140e+02	3.122470e-03	1.000000e-05
1.285299e+04	2.241840e+02	3.120570e-03	1.000000e-05
1.286316e+04	2.243520e+02	3.124070e-03	1.000000e-05
1.287329e+04	2.245230e+02	3.124210e-03	1.000000e-05
1.288346e+04	2.246920e+02	3.127460e-03	1.000000e-05
1.289359e+04	2.248560e+02	3.133340e-03	1.000000e-05
1.290377e+04	2.250280e+02	3.131790e-03	1.000000e-05
1.291390e+04	2.251990e+02	3.128220e-03	1.000000e-05
1.292407e+04	2.253690e+02	3.132370e-03	1.000000e-05
1.293420e+04	2.255330e+02	3.132700e-03	1.000000e-05
1.294437e+04	2.257030e+02	3.131340e-03	1.000000e-05
1.295450e+04	2.258750e+02	3.132750e-03	1.000000e-05
1.296466e+04	2.260450e+02	3.134110e-03	1.000000e-05
1.297479e+04	2.262140e+02	3.134250e-03	1.000000e-05
1.298495e+04	2.263820e+02	3.139260e-03	1.000000e-05
1.299507e+04	2.265520e+02	3.138380e-03	1.000000e-05
1.300524e+04	2.267190e+02	3.142640e-03	1.000000e-05
1.301535e+04	2.268900e+02	3.141620e-03	1.000000e-05
1.302551e+04	2.270580e+02	3.138800e-03	1.000000e-05
1.303564e+04	2.272280e+02	3.142830e-03	1.000000e-05
1.304581e+04	2.273960e+02	3.146820e-03	1.000000e-05
1.305593e+04	2.275660e+02	3.146100e-03	1.000000e-05
1.306610e+04	2.277320e+02	3.145360e-03	1.000000e-05
1.307622e+04	2.279040e+02	3.148940e-03	1.000000e-05
1.308639e+04	2.280710e+02	3.149440e-03	1.000000e-05
1.309653e+04	2.282430e+02	3.149840e-03	1.000000e-05
1.310669e+04	2.284140e+02	3.150180e-03	1.000000e-05
1.311683e+04	2.285790e+02	3.154780e-03	1.000000e-05
1.312701e+04	2.287470e+02	3.156970e-03	1.000000e-05
1.313712e+04	2.289190e+02	3.155020e-03	1.000000e-05
1.314728e+04	2.290870e+02	3.155900e-03	1.000000e-05
1.315741e+04	2.292580e+02	3.154850e-03	1.000000e-05
1.316757e+04	2.294240e+02	3.156730e-03	1.000000e-05
1.317773e+04	2.295960e+02	3.154800e-03	1.000000e-05
1.318789e+04	2.297620e+02	3.157040e-03	1.000000e-05
1.319803e+04	2.299340e+02	3.160260e-03	1.000000e-05
1.320818e+04	2.301050e+02	3.159880e-03	1.000000e-05
1.321833e+04	2.302810e+02	3.163220e-03	1.000000e-05
1.322851e+04	2.304490e+02	3.163860e-03	1.000000e-05
1.323864e+04	2.306130e+02	3.163530e-03	1.000000e-05
1.324879e+04	2.307810e+02	3.167180e-03	1.000000e-05
1.325893e+04	2.309510e+02	3.166060e-03	1.000000e-05
1.326908e+04	2.311200e+02	3.166600e-03	1.000000e-05
1.327920e+04	2.312870e+02	3.169370e-03	1.000000e-05
1.328937e+04	2.314570e+02	3.171710e-03	1.000000e-05
1.329949e+04	2.316220e+02	3.173730e-03	1.000000e-05
1.330967e+04	2.317970e+02	3.172610e-03	1.000000e-05
1.331979e+04	2.319660e+02	3.175500e-03	1.000000e-05
1.332994e+04	2.321300e+02	3.172640e-03	1.000000e-05
1.334005e+04	2.323010e+02	3.173210e-03	1.000000e-05
1.335023e+04	2.324710e+02	3.174520e-03	1.000000e-05
1.336035e+04	2.326380e+02	3.179670e-03	1.000000e-05
1.337052e+04	2.328100e+02	3.180000e-03	1.000000e-05
1.338064e+04	2.329770e+02	3.180890e-03	1.000000e-05
1.339081e+04	2.331460e+02	3.179790e-03	1.000000e-05
1.340093e+04	2.333170e+02	3.181270e-03	1.000000e-05
1.341110e+04	2.334860e+02	3.180360e-03	1.000000e-05
1.342123e+04	2.336550e+02	3.185300e-03	1.000000e-05
1.343139e+04	2.338250e+02	3.185870e-03	1.000000e-05
1.344153e+04	2.339930e+02	3.189400e-03	1.000000e-05
1.345169e+04	2.341610e+02	3.185840e-03	1.000000e-05
1.346183e+04	2.343300e+02	3.188230e-03	1.000000e-05
1.347199e+04	2.344990e+02	3.189610e-03	1.000000e-05
1.348213e+04	2.346690e+02	3.190370e-03	1.000000e-05
1.349230e+04	2.348390e+02	3.192090e-03	1.000000e-05
1.350243e+04	2.350070e+02	3.191970e-03	1.000000e-05
1.351257e+04	2.351770e+02	3.191110e-03	1.000000e-05
1.352270e+04	2.353470e+02	3.194500e-03	1.000000e-05
1.353287e+04	2.355140e+02	3.195570e-03	1.000000e-05
1.354296e+04	2.356830e+02	3.194810e-03	1.000000e-05
1.355311e+04	2.358520e+02	3.200130e-03	1.000000e-05
1.356323e+04	2.360210e+02	3.197880e-03	1.000000e-05
1.357339e+04	2.361870e+02	3.201680e-03	1.000000e-05
1.358350e+04	2.363570e+02	3.202460e-03	1.000000e-05
1.359367e+04	2.365270e+02	3.201890e-03	1.000000e-05
1.360378e+04	2.366970e+02	3.204580e-03	1.000000e-05
1.361395e+04	2.368650e+02	3.205610e-03	1.000000e-05
1.362406e+04	2.370330e+02	3.204750e-03	1.000000e-05
1.363424e+04	2.372010e+02	3.205080e-03	1.000000e-05
1.364436e+04	2.373710e+02	3.206160e-03	1.000000e-05
1.365453e+04	2.375390e+02	3.207730e-03	1.000000e-05
1.366464e+04	2.377110e+02	3.213600e-03	1.000000e-05
1.367487e+04	2.378810e+02	3.209070e-03	1.000000e-05
1.368499e+04	2.380500e+02	3.208140e-03	1.000000e-05
1.369517e+04	2.382190e+02	3.216860e-03	1.000000e-05
1.370537e+04	2.383880e+02	3.215030e-03	1.000000e-05
1.371553e+04	2.385560e+02	3.213740e-03	1.000000e-05
1.372565e+04	2.387250e+02	3.217910e-03	1.000000e-05
1.373578e+04	2.388940e+02	3.216100e-03	1.000000e-05
1.374587e+04	2.390650e+02	3.217200e-03	1.000000e-05
1.375601e+04	2.392320e+02	3.217010e-03	1.000000e-05
