# Sample: 001
# Mode: V_vs_T
# Timestamp: 20251116_210806
# Measurement config:
#   mode = v_vs_t_current
#   channel = a
#   current = 1e-05
#   t_start = 10.0
#   t_stop = 300.0
#   ramp_rate = 5.0
#   dt = 10.0
#   temp_channel = A
#   temp_loop = 1
#   voltage_limit = 1.0
#   go_to_t_start = True
time_s	T[K]	V[V]	I[A]
1.376611e+04	2.394000e+02	3.219720e-03	1.000000e-05
1.377627e+04	2.395700e+02	3.224210e-03	1.000000e-05
1.378638e+04	2.397380e+02	3.220820e-03	1.000000e-05
1.379655e+04	2.399080e+02	3.222060e-03	1.000000e-05
1.380667e+04	2.400770e+02	3.223680e-03	1.000000e-05
1.381683e+04	2.402540e+02	3.223630e-03	1.000000e-05
1.382696e+04	2.404230e+02	3.227590e-03	1.000000e-05
1.383711e+04	2.405860e+02	3.226470e-03	1.000000e-05
1.384723e+04	2.407570e+02	3.227880e-03	1.000000e-05
1.385739e+04	2.409280e+02	3.230790e-03	1.000000e-05
1.386750e+04	2.410910e+02	3.230430e-03	1.000000e-05
1.387767e+04	2.412640e+02	3.228930e-03	1.000000e-05
1.388778e+04	2.414330e+02	3.234080e-03	1.000000e-05
1.389792e+04	2.415990e+02	3.234510e-03	1.000000e-05
1.390804e+04	2.417680e+02	3.232840e-03	1.000000e-05
1.391820e+04	2.419370e+02	3.239510e-03	1.000000e-05
1.392833e+04	2.421080e+02	3.237580e-03	1.000000e-05
1.393849e+04	2.422760e+02	3.237720e-03	1.000000e-05
1.394861e+04	2.424440e+02	3.242060e-03	1.000000e-05
1.395878e+04	2.426130e+02	3.242440e-03	1.000000e-05
1.396888e+04	2.427800e+02	3.242490e-03	1.000000e-05
1.397903e+04	2.429500e+02	3.242470e-03	1.000000e-05
1.398913e+04	2.431210e+02	3.239850e-03	1.000000e-05
1.399929e+04	2.432920e+02	3.247240e-03	1.000000e-05
1.400943e+04	2.434580e+02	3.245430e-03	1.000000e-05
1.401959e+04	2.436270e+02	3.244610e-03	1.000000e-05
1.402970e+04	2.437930e+02	3.242520e-03	1.000000e-05
1.403987e+04	2.439660e+02	3.246260e-03	1.000000e-05
1.404998e+04	2.441340e+02	3.249120e-03	1.000000e-05
1.406014e+04	2.443010e+02	3.250890e-03	1.000000e-05
1.407027e+04	2.444690e+02	3.253600e-03	1.000000e-05
1.408044e+04	2.446380e+02	3.250740e-03	1.000000e-05
1.409055e+04	2.448110e+02	3.252410e-03	1.000000e-05
1.410071e+04	2.449790e+02	3.252340e-03	1.000000e-05
1.411083e+04	2.451480e+02	3.254870e-03	1.000000e-05
1.412099e+04	2.453150e+02	3.256610e-03	1.000000e-05
1.413110e+04	2.454820e+02	3.255770e-03	1.000000e-05
1.414127e+04	2.456530e+02	3.260680e-03	1.000000e-05
1.415137e+04	2.458280e+02	3.258370e-03	1.000000e-05
1.416152e+04	2.459920e+02	3.261400e-03	1.000000e-05
1.417163e+04	2.461620e+02	3.258750e-03	1.000000e-05
1.418179e+04	2.463290e+02	3.264070e-03	1.000000e-05
1.419193e+04	2.464990e+02	3.267500e-03	1.000000e-05
1.420210e+04	2.466680e+02	3.263760e-03	1.000000e-05
1.421221e+04	2.468350e+02	3.263970e-03	1.000000e-05
1.422237e+04	2.470030e+02	3.266690e-03	1.000000e-05
1.423248e+04	2.471710e+02	3.266430e-03	1.000000e-05
1.424264e+04	2.473440e+02	3.267670e-03	1.000000e-05
1.425275e+04	2.475160e+02	3.264980e-03	1.000000e-05
1.426290e+04	2.476810e+02	3.268390e-03	1.000000e-05
1.427301e+04	2.478500e+02	3.272840e-03	1.000000e-05
1.428317e+04	2.480190e+02	3.269200e-03	1.000000e-05
1.429328e+04	2.481870e+02	3.271460e-03	1.000000e-05
1.430345e+04	2.483560e+02	3.273890e-03	1.000000e-05
1.431357e+04	2.485240e+02	3.275320e-03	1.000000e-05
1.432373e+04	2.486920e+02	3.277490e-03	1.000000e-05
1.433384e+04	2.488620e+02	3.276560e-03	1.000000e-05
1.434401e+04	2.490340e+02	3.277850e-03	1.000000e-05
1.435414e+04	2.492020e+02	3.279640e-03	1.000000e-05
1.436431e+04	2.493700e+02	3.284550e-03	1.000000e-05
1.437444e+04	2.495390e+02	3.282670e-03	1.000000e-05
1.438461e+04	2.497080e+02	3.282260e-03	1.000000e-05
1.439474e+04	2.498790e+02	3.284960e-03	1.000000e-05
1.440490e+04	2.500350e+02	3.283480e-03	1.000000e-05
1.441503e+04	2.501300e+02	3.283600e-03	1.000000e-05
1.442520e+04	2.502610e+02	3.287530e-03	1.000000e-05
1.443534e+04	2.504400e+02	3.289100e-03	1.000000e-05
1.444549e+04	2.506330e+02	3.289270e-03	1.000000e-05
1.445560e+04	2.508260e+02	3.290130e-03	1.000000e-05
1.446578e+04	2.510090e+02	3.291490e-03	1.000000e-05
1.447588e+04	2.511830e+02	3.293400e-03	1.000000e-05
1.448605e+04	2.513540e+02	3.290530e-03	1.000000e-05
1.449619e+04	2.515280e+02	3.293350e-03	1.000000e-05
1.450635e+04	2.517020e+02	3.294780e-03	1.000000e-05
1.451648e+04	2.518770e+02	3.296660e-03	1.000000e-05
1.452665e+04	2.520450e+02	3.297400e-03	1.000000e-05
1.453676e+04	2.522180e+02	3.293920e-03	1.000000e-05
1.454693e+04	2.523870e+02	3.300400e-03	1.000000e-05
1.455705e+04	2.525580e+02	3.298090e-03	1.000000e-05
1.456722e+04	2.527270e+02	3.300070e-03	1.000000e-05
1.457735e+04	2.528970e+02	3.306150e-03	1.000000e-05
1.458752e+04	2.530680e+02	3.301790e-03	1.000000e-05
1.459764e+04	2.532390e+02	3.301100e-03	1.000000e-05
1.460782e+04	2.534090e+02	3.307010e-03	1.000000e-05
1.461794e+04	2.535800e+02	3.302860e-03	1.000000e-05
1.462811e+04	2.537470e+02	3.307870e-03	1.000000e-05
1.463822e+04	2.539150e+02	3.307910e-03	1.000000e-05
1.464839e+04	2.540860e+02	3.310900e-03	1.000000e-05
1.465851e+04	2.542540e+02	3.312990e-03	1.000000e-05
1.466868e+04	2.544240e+02	3.312780e-03	1.000000e-05
1.467879e+04	2.545960e+02	3.316550e-03	1.000000e-05
1.468894e+04	2.547640e+02	3.313850e-03	1.000000e-05
1.469905e+04	2.549330e+02	3.317740e-03	1.000000e-05
1.470922e+04	2.551010e+02	3.315950e-03	1.000000e-05
1.471934e+04	2.552690e+02	3.317790e-03	1.000000e-05
1.472951e+04	2.554390e+02	3.319760e-03	1.000000e-05
1.473962e+04	2.556090e+02	3.321600e-03	1.000000e-05
1.474978e+04	2.557810e+02	3.322010e-03	1.000000e-05
1.475990e+04	2.559500e+02	3.324390e-03	1.000000e-05
1.477008e+04	2.561210e+02	3.324820e-03	1.000000e-05
1.478020e+04	2.562860e+02	3.325870e-03	1.000000e-05
1.479036e+04	2.564530e+02	3.330020e-03	1.000000e-05
1.480048e+04	2.566230e+02	3.331400e-03	1.000000e-05
1.481064e+04	2.567930e+02	3.333280e-03	1.000000e-05
1.482075e+04	2.569640e+02	3.333020e-03	1.000000e-05
1.483091e+04	2.571330e+02	3.336070e-03	1.000000e-05
1.484102e+04	2.573010e+02	3.340550e-03	1.000000e-05
1.485119e+04	2.574720e+02	3.337260e-03	1.000000e-05
1.486131e+04	2.576370e+02	3.338980e-03	1.000000e-05
1.487148e+04	2.578080e+02	3.344870e-03	1.000000e-05
1.488161e+04	2.579760e+02	3.344130e-03	1.000000e-05
1.489179e+04	2.581500e+02	3.345040e-03	1.000000e-05
1.490190e+04	2.583180e+02	3.347130e-03	1.000000e-05
1.491206e+04	2.584870e+02	3.347090e-03	1.000000e-05
1.492219e+04	2.586550e+02	3.353880e-03	1.000000e-05
1.493236e+04	2.588230e+02	3.355360e-03	1.000000e-05
1.494249e+04	2.589930e+02	3.353000e-03	1.000000e-05
1.495269e+04	2.591620e+02	3.355220e-03	1.000000e-05
1.496280e+04	2.593310e+02	3.356460e-03	1.000000e-05
1.497296e+04	2.594990e+02	3.362420e-03	1.000000e-05
1.498308e+04	2.596710e+02	3.360010e-03	1.000000e-05
1.499326e+04	2.598390e+02	3.363250e-03	1.000000e-05
1.500338e+04	2.600080e+02	3.367160e-03	1.000000e-05
1.501355e+04	2.604910e+02	3.364370e-03	1.000000e-05
1.502369e+04	2.604230e+02	3.367350e-03	1.000000e-05
1.503386e+04	2.606650e+02	3.368260e-03	1.000000e-05
1.504397e+04	2.608290e+02	3.372530e-03	1.000000e-05
1.505414e+04	2.609270e+02	3.369140e-03	1.000000e-05
1.506426e+04	2.611230e+02	3.375100e-03	1.000000e-05
1.507442e+04	2.612750e+02	3.376720e-03	1.000000e-05
1.508455e+04	2.614330e+02	3.379110e-03	1.000000e-05
1.509473e+04	2.615970e+02	3.377700e-03	1.000000e-05
1.510485e+04	2.617650e+02	3.378250e-03	1.000000e-05
1.511502e+04	2.619150e+02	3.377390e-03	1.000000e-05
1.512515e+04	2.621030e+02	3.389450e-03	1.000000e-05
1.513533e+04	2.622610e+02	3.386040e-03	1.000000e-05
1.514546e+04	2.624280e+02	3.387000e-03	1.000000e-05
1.515563e+04	2.625860e+02	3.392600e-03	1.000000e-05
1.516576e+04	2.627560e+02	3.389950e-03	1.000000e-05
1.517593e+04	2.629260e+02	3.393980e-03	1.000000e-05
1.518605e+04	2.630950e+02	3.396110e-03	1.000000e-05
1.519622e+04	2.632670e+02	3.393820e-03	1.000000e-05
1.520632e+04	2.634200e+02	3.397870e-03	1.000000e-05
1.521650e+04	2.635960e+02	3.403020e-03	1.000000e-05
1.522661e+04	2.637660e+02	3.401780e-03	1.000000e-05
1.523677e+04	2.639360e+02	3.399440e-03	1.000000e-05
1.524689e+04	2.641000e+02	3.402140e-03	1.000000e-05
1.525706e+04	2.642740e+02	3.402400e-03	1.000000e-05
1.526716e+04	2.644370e+02	3.405980e-03	1.000000e-05
1.527733e+04	2.646050e+02	3.404090e-03	1.000000e-05
1.528745e+04	2.647750e+02	3.405480e-03	1.000000e-05
1.529762e+04	2.649470e+02	3.411650e-03	1.000000e-05
1.530775e+04	2.651120e+02	3.409810e-03	1.000000e-05
1.531791e+04	2.652850e+02	3.413220e-03	1.000000e-05
1.532804e+04	2.654430e+02	3.411460e-03	1.000000e-05
1.533821e+04	2.656130e+02	3.416850e-03	1.000000e-05
1.534833e+04	2.657870e+02	3.415850e-03	1.000000e-05
1.535850e+04	2.659550e+02	3.416800e-03	1.000000e-05
1.536859e+04	2.661230e+02	3.420520e-03	1.000000e-05
1.537875e+04	2.662940e+02	3.422930e-03	1.000000e-05
1.538886e+04	2.664700e+02	3.419470e-03	1.000000e-05
1.539900e+04	2.666230e+02	3.421160e-03	1.000000e-05
1.540911e+04	2.668020e+02	3.423740e-03	1.000000e-05
1.541930e+04	2.669700e+02	3.422670e-03	1.000000e-05
1.542940e+04	2.671400e+02	3.426580e-03	1.000000e-05
1.543955e+04	2.673120e+02	3.427600e-03	1.000000e-05
1.544967e+04	2.674740e+02	3.425860e-03	1.000000e-05
1.545983e+04	2.676420e+02	3.431510e-03	1.000000e-05
1.546996e+04	2.678120e+02	3.432660e-03	1.000000e-05
1.548013e+04	2.679810e+02	3.429390e-03	1.000000e-05
1.549026e+04	2.681460e+02	3.434040e-03	1.000000e-05
1.550043e+04	2.683210e+02	3.434540e-03	1.000000e-05
1.551053e+04	2.684820e+02	3.436420e-03	1.000000e-05
1.552070e+04	2.686600e+02	3.433370e-03	1.000000e-05
1.553082e+04	2.688210e+02	3.433750e-03	1.000000e-05
1.554100e+04	2.689960e+02	3.436730e-03	1.000000e-05
1.555112e+04	2.691680e+02	3.439780e-03	1.000000e-05
1.556130e+04	2.693280e+02	3.439470e-03	1.000000e-05
1.557141e+04	2.695020e+02	3.438690e-03	1.000000e-05
1.558160e+04	2.696700e+02	3.445460e-03	1.000000e-05
1.559171e+04	2.698370e+02	3.443860e-03	1.000000e-05
1.560188e+04	2.700140e+02	3.441930e-03	1.000000e-05
1.561201e+04	2.701790e+02	3.442030e-03	1.000000e-05
1.562216e+04	2.703430e+02	3.449270e-03	1.000000e-05
1.563227e+04	2.705110e+02	3.445650e-03	1.000000e-05
1.564243e+04	2.706740e+02	3.445080e-03	1.000000e-05
1.565256e+04	2.708630e+02	3.446840e-03	1.000000e-05
1.566273e+04	2.710170e+02	3.445650e-03	1.000000e-05
1.567286e+04	2.711850e+02	3.449340e-03	1.000000e-05
1.568303e+04	2.713680e+02	3.449820e-03	1.000000e-05
1.569316e+04	2.715280e+02	3.449820e-03	1.000000e-05
1.570334e+04	2.716950e+02	3.454660e-03	1.000000e-05
1.571346e+04	2.718690e+02	3.449890e-03	1.000000e-05
1.572361e+04	2.720330e+02	3.452750e-03	1.000000e-05
1.573373e+04	2.722090e+02	3.448440e-03	1.000000e-05
1.574390e+04	2.723760e+02	3.453950e-03	1.000000e-05
1.575402e+04	2.725410e+02	3.457140e-03	1.000000e-05
1.576421e+04	2.727140e+02	3.455280e-03	1.000000e-05
1.577432e+04	2.728700e+02	3.451900e-03	1.000000e-05
1.578450e+04	2.730580e+02	3.457120e-03	1.000000e-05
1.579462e+04	2.732140e+02	3.457860e-03	1.000000e-05
1.580478e+04	2.733910e+02	3.458070e-03	1.000000e-05
1.581492e+04	2.735510e+02	3.462410e-03	1.000000e-05
1.582508e+04	2.737160e+02	3.462890e-03	1.000000e-05
1.583520e+04	2.739000e+02	3.457950e-03	1.000000e-05
1.584537e+04	2.740610e+02	3.460480e-03	1.000000e-05
1.585549e+04	2.742290e+02	3.459980e-03	1.000000e-05
1.586568e+04	2.744100e+02	3.462310e-03	1.000000e-05
1.587580e+04	2.745590e+02	3.464940e-03	1.000000e-05
1.588598e+04	2.747450e+02	3.460100e-03	1.000000e-05
1.589610e+04	2.749140e+02	3.463030e-03	1.000000e-05
1.590627e+04	2.750720e+02	3.463630e-03	1.000000e-05
1.591640e+04	2.752500e+02	3.467510e-03	1.000000e-05
1.592657e+04	2.754160e+02	3.466060e-03	1.000000e-05
1.593670e+04	2.755850e+02	3.464170e-03	1.000000e-05
1.594689e+04	2.757510e+02	3.469230e-03	1.000000e-05
1.595700e+04	2.759190e+02	3.465530e-03	1.000000e-05
1.596717e+04	2.760870e+02	3.468870e-03	1.000000e-05
1.597729e+04	2.762610e+02	3.470400e-03	1.000000e-05
1.598747e+04	2.764340e+02	3.467370e-03	1.000000e-05
1.599758e+04	2.765940e+02	3.466870e-03	1.000000e-05
1.600774e+04	2.767680e+02	3.470610e-03	1.000000e-05
1.601787e+04	2.769370e+02	3.470160e-03	1.000000e-05
1.602801e+04	2.771070e+02	3.474190e-03	1.000000e-05
1.603811e+04	2.772700e+02	3.468780e-03	1.000000e-05
1.604828e+04	2.774490e+02	3.475570e-03	1.000000e-05
1.605839e+04	2.776060e+02	3.472110e-03	1.000000e-05
1.606856e+04	2.777840e+02	3.472810e-03	1.000000e-05
1.607868e+04	2.779520e+02	3.477290e-03	1.000000e-05
1.608886e+04	2.781160e+02	3.472950e-03	1.000000e-05
1.609897e+04	2.782880e+02	3.475260e-03	1.000000e-05
1.610914e+04	2.784540e+02	3.476330e-03	1.000000e-05
1.611927e+04	2.786300e+02	3.473470e-03	1.000000e-05
1.612942e+04	2.787920e+02	3.475860e-03	1.000000e-05
1.613954e+04	2.789630e+02	3.476120e-03	1.000000e-05
1.614968e+04	2.791340e+02	3.481360e-03	1.000000e-05
1.615979e+04	2.792950e+02	3.481960e-03	1.000000e-05
1.616996e+04	2.794710e+02	3.479270e-03	1.000000e-05
1.618008e+04	2.796510e+02	3.478190e-03	1.000000e-05
1.619024e+04	2.797970e+02	3.481960e-03	1.000000e-05
1.620037e+04	2.799820e+02	3.482480e-03	1.000000e-05
1.621053e+04	2.801030e+02	3.483940e-03	1.000000e-05
1.622065e+04	2.802330e+02	3.480050e-03	1.000000e-05
1.623083e+04	2.804220e+02	3.483940e-03	1.000000e-05
1.624097e+04	2.806270e+02	3.479220e-03	1.000000e-05
1.625114e+04	2.808020e+02	3.482080e-03	1.000000e-05
1.626127e+04	2.809630e+02	3.486040e-03	1.000000e-05
1.627143e+04	2.811280e+02	3.485180e-03	1.000000e-05
1.628157e+04	2.813010e+02	3.486660e-03	1.000000e-05
1.629174e+04	2.814750e+02	3.487110e-03	1.000000e-05
1.630185e+04	2.816530e+02	3.491310e-03	1.000000e-05
1.631201e+04	2.818230e+02	3.491500e-03	1.000000e-05
1.632214e+04	2.819890e+02	3.488250e-03	1.000000e-05
1.633232e+04	2.821570e+02	3.488490e-03	1.000000e-05
1.634244e+04	2.823280e+02	3.486080e-03	1.000000e-05
1.635262e+04	2.825040e+02	3.488400e-03	1.000000e-05
1.636275e+04	2.826730e+02	3.492830e-03	1.000000e-05
1.637292e+04	2.828430e+02	3.493170e-03	1.000000e-05
1.638303e+04	2.830070e+02	3.490470e-03	1.000000e-05
1.639321e+04	2.831760e+02	3.491900e-03	1.000000e-05
1.640333e+04	2.833530e+02	3.495650e-03	1.000000e-05
1.641352e+04	2.835200e+02	3.496410e-03	1.000000e-05
1.642363e+04	2.836890e+02	3.495380e-03	1.000000e-05
1.643381e+04	2.838510e+02	3.497700e-03	1.000000e-05
1.644392e+04	2.840210e+02	3.495930e-03	1.000000e-05
1.645408e+04	2.841870e+02	3.498460e-03	1.000000e-05
1.646421e+04	2.843660e+02	3.497100e-03	1.000000e-05
1.647439e+04	2.845400e+02	3.501440e-03	1.000000e-05
1.648453e+04	2.847020e+02	3.500370e-03	1.000000e-05
1.649471e+04	2.848720e+02	3.505230e-03	1.000000e-05
1.650483e+04	2.850410e+02	3.503660e-03	1.000000e-05
1.651502e+04	2.852110e+02	3.503660e-03	1.000000e-05
1.652514e+04	2.853810e+02	3.504370e-03	1.000000e-05
1.653532e+04	2.855510e+02	3.505490e-03	1.000000e-05
1.654542e+04	2.857190e+02	3.502990e-03	1.000000e-05
1.655558e+04	2.858850e+02	3.506490e-03	1.000000e-05
1.656570e+04	2.860550e+02	3.506610e-03	1.000000e-05
1.657588e+04	2.862290e+02	3.509400e-03	1.000000e-05
1.658600e+04	2.863940e+02	3.512880e-03	1.000000e-05
1.659618e+04	2.865580e+02	3.509450e-03	1.000000e-05
1.660630e+04	2.867350e+02	3.507210e-03	1.000000e-05
1.661648e+04	2.869000e+02	3.512980e-03	1.000000e-05
1.662660e+04	2.870780e+02	3.513310e-03	1.000000e-05
1.663676e+04	2.872460e+02	3.508690e-03	1.000000e-05
1.664689e+04	2.874070e+02	3.512670e-03	1.000000e-05
1.665705e+04	2.875750e+02	3.511210e-03	1.000000e-05
1.666719e+04	2.877470e+02	3.509280e-03	1.000000e-05
1.667737e+04	2.879230e+02	3.512120e-03	1.000000e-05
1.668749e+04	2.880940e+02	3.515530e-03	1.000000e-05
1.669765e+04	2.882580e+02	3.516320e-03	1.000000e-05
1.670779e+04	2.884280e+02	3.515390e-03	1.000000e-05
1.671794e+04	2.885900e+02	3.513860e-03	1.000000e-05
1.672805e+04	2.887650e+02	3.517480e-03	1.000000e-05
1.673822e+04	2.889370e+02	3.518610e-03	1.000000e-05
1.674833e+04	2.891010e+02	3.519770e-03	1.000000e-05
1.675849e+04	2.892690e+02	3.517990e-03	1.000000e-05
1.676860e+04	2.894350e+02	3.523730e-03	1.000000e-05
1.677875e+04	2.896090e+02	3.520080e-03	1.000000e-05
1.678888e+04	2.897810e+02	3.527670e-03	1.000000e-05
1.679905e+04	2.899490e+02	3.525040e-03	1.000000e-05
1.680916e+04	2.901170e+02	3.523540e-03	1.000000e-05
1.681933e+04	2.902910e+02	3.523710e-03	1.000000e-05
1.682944e+04	2.904570e+02	3.525380e-03	1.000000e-05
1.683959e+04	2.906250e+02	3.527780e-03	1.000000e-05
1.684970e+04	2.907950e+02	3.530960e-03	1.000000e-05
1.685986e+04	2.909900e+02	3.528980e-03	1.000000e-05
1.686996e+04	2.919650e+02	3.524760e-03	1.000000e-05
1.688012e+04	2.924870e+02	3.527830e-03	1.000000e-05
1.689023e+04	2.920800e+02	3.526880e-03	1.000000e-05
1.690040e+04	2.917750e+02	3.527190e-03	1.000000e-05
1.691052e+04	2.918450e+02	3.531860e-03	1.000000e-05
1.692069e+04	2.920440e+02	3.530740e-03	1.000000e-05
1.693081e+04	2.921970e+02	3.530810e-03	1.000000e-05
1.694096e+04	2.923230e+02	3.533120e-03	1.000000e-05
1.695109e+04	2.924710e+02	3.532120e-03	1.000000e-05
1.696126e+04	2.926400e+02	3.533890e-03	1.000000e-05
1.697139e+04	2.928210e+02	3.534270e-03	1.000000e-05
1.698155e+04	2.929890e+02	3.534910e-03	1.000000e-05
1.699168e+04	2.931530e+02	3.536920e-03	1.000000e-05
1.700185e+04	2.933190e+02	3.534840e-03	1.000000e-05
1.701198e+04	2.934900e+02	3.536420e-03	1.000000e-05
1.702214e+04	2.936620e+02	3.540610e-03	1.000000e-05
1.703226e+04	2.938330e+02	3.542970e-03	1.000000e-05
1.704243e+04	2.940030e+02	3.540730e-03	1.000000e-05
1.705255e+04	2.941700e+02	3.543260e-03	1.000000e-05
1.706272e+04	2.943390e+02	3.544690e-03	1.000000e-05
1.707283e+04	2.945110e+02	3.544260e-03	1.000000e-05
1.708300e+04	2.946800e+02	3.542690e-03	1.000000e-05
1.709312e+04	2.948470e+02	3.545140e-03	1.000000e-05
1.710330e+04	2.950150e+02	3.546550e-03	1.000000e-05
1.711340e+04	2.951860e+02	3.548050e-03	1.000000e-05
1.712356e+04	2.953550e+02	3.551130e-03	1.000000e-05
1.713369e+04	2.955240e+02	3.546310e-03	1.000000e-05
1.714386e+04	2.956930e+02	3.553460e-03	1.000000e-05
1.715399e+04	2.958650e+02	3.551030e-03	1.000000e-05
1.716417e+04	2.960330e+02	3.554990e-03	1.000000e-05
1.717429e+04	2.962020e+02	3.554700e-03	1.000000e-05
1.718445e+04	2.963710e+02	3.557470e-03	1.000000e-05
1.719459e+04	2.965410e+02	3.555680e-03	1.000000e-05
1.720476e+04	2.967030e+02	3.555700e-03	1.000000e-05
1.721489e+04	2.968780e+02	3.557280e-03	1.000000e-05
1.722504e+04	2.970480e+02	3.557610e-03	1.000000e-05
1.723516e+04	2.972200e+02	3.555080e-03	1.000000e-05
1.724533e+04	2.973860e+02	3.558680e-03	1.000000e-05
1.725546e+04	2.975520e+02	3.557920e-03	1.000000e-05
1.726564e+04	2.977250e+02	3.564290e-03	1.000000e-05
1.727576e+04	2.978950e+02	3.556700e-03	1.000000e-05
1.728593e+04	2.980650e+02	3.560110e-03	1.000000e-05
1.729605e+04	2.982320e+02	3.562740e-03	1.000000e-05
1.730623e+04	2.984000e+02	3.566740e-03	1.000000e-05
1.731634e+04	2.985700e+02	3.564550e-03	1.000000e-05
1.732653e+04	2.987420e+02	3.567120e-03	1.000000e-05
1.733665e+04	2.989090e+02	3.568630e-03	1.000000e-05
1.734684e+04	2.990760e+02	3.567030e-03	1.000000e-05
1.735696e+04	2.992400e+02	3.568360e-03	1.000000e-05
1.736715e+04	2.994120e+02	3.572700e-03	1.000000e-05
1.737729e+04	2.995940e+02	3.573470e-03	1.000000e-05
1.738745e+04	2.997570e+02	3.574090e-03	1.000000e-05
1.739759e+04	2.999220e+02	3.573490e-03	1.000000e-05
